ItemId;Description;Category;QtyAvailable;Price;SupplierItemId;ProductLine;Status;UPCBarcode;Primary Image;Thumbnail
iX100;Ricoh A4 ScanSnap 12ppm/12ipm A4 Simplex USB/Mains powered USB2.0 LED Mobile Scanner;Printers;2;6325;PA03688-B001;Ricoh;Active;4,93976E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=iX100;https://api.mustek.co.za/customer/PartImage.ashx?partnum=iX100&thumb=true
K62562;"Kensington SP10 - 13"" to 16'' TopLoading Laptop Carry Case - Black (Can accommodate laptops up to 16"") - Multifit - can accomdate laptops between 13-16""";Bags Cases & Covers > Cases;2;215;K62562;Acer;Active;85896625629;https://api.mustek.co.za/customer/PartImage.ashx?partnum=K62562;https://api.mustek.co.za/customer/PartImage.ashx?partnum=K62562&thumb=true
L11050 Printer;Epson 30ppm Mono 20ppm Clr A3 Print USB Wi-Fi/Wi-FiDirect w/Rear Paper Feeder incl set of ink (2 x Black);Printers;2;8495;C11CK39403;Epson;Active;8,71595E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=L11050%20Printer;https://api.mustek.co.za/customer/PartImage.ashx?partnum=L11050%20Printer&thumb=true
L4260 Printer;Epson 33ppm Mono 15ppm Colour A4 Print Scan Copy USB Wi-Fi/Wi-FiDirect AutoDuplexPrint incl 1 set of ink (2 x Black);nimage;2;4731;C11CJ63411;Epson;Active;8,71595E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=L4260%20Printer;https://api.mustek.co.za/customer/PartImage.ashx?partnum=L4260%20Printer&thumb=true
Logitech Lift;Logitech Lift - Wireless Ergonomic Mouse - Graphite;Peripherals > Mouses;2;1041;910-006473;Logitech;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=Logitech%20Lift;https://api.mustek.co.za/customer/PartImage.ashx?partnum=Logitech%20Lift&thumb=true
Logitech M196 - Rose;Logitech M196 - Wireless Mouse - Rose - Bluetooth;Peripherals > Mouses;2;177;910-007461;Logitech;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=Logitech%20M196%20-%20Rose;https://api.mustek.co.za/customer/PartImage.ashx?partnum=Logitech%20M196%20-%20Rose&thumb=true
M1502IA-716512BL0W;ASUS Vivobook 15 / 15.6-inch FHD (1920 x 1080) 16:9 / AMD Ryzen™ 7 4800H/HS Processor 2.9GHz (12MB Cache  up to 4.2 GHz  8 cores  16 Threads) / DDR4 16GB ( 8GB DDR4 on board + 8GB DDR4 SO-DIMM) / 512GB M.2 NVMe™ PCIe® 3.0 SSD / Windows 11 Home / Quiet Blue/ 1-YR PUR /;nimage;2;10659;90NB0Y51-M009K0;Asus Consumer;Active;4,71108E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=M1502IA-716512BL0W;https://api.mustek.co.za/customer/PartImage.ashx?partnum=M1502IA-716512BL0W&thumb=true
MB-MC128SA/APC;Samsung 128GB EVO Plus microSDXC Memory Card  Read : up to 160MB/s Write : Lower than Read Speed* Read/Write speed with UHS-1 interface  Speed Class (U3  V30  A2)  Mobile phone  Smartphone  Tablet  etc;Storage Media > Micro SD;2;209;MB-MC128SA/APC;Samsung Components;Active;8,8061E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=MB-MC128SA%2fAPC;https://api.mustek.co.za/customer/PartImage.ashx?partnum=MB-MC128SA%2fAPC&thumb=true
ME-10K-GA33;Galleon II 3P/3P 10K/ Online Tower 3 Phase UPS PF1.0. - Battery Warranty 6 Months;nimage;2;28250;;Mecer Energy;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ME-10K-GA33;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ME-10K-GA33&thumb=true
ME-10KWPRV;Extended BATTERY BANK FOR WPRV 6K/10KVA RACKMOUNTABLE [3U] ( With 20pcs 12V 9Ah Battery + Rail Kit).;nimage;2;7650;;Mecer Energy;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ME-10KWPRV;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ME-10KWPRV&thumb=true
ME-3000-WPRU;MECER WINNER PRO 3000VA 2U ON-LINE RACKMOUNT UPS PF 0.8 - Battery Warranty 6 Months;nimage;2;6650;83-321163-01G;Mecer Energy;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ME-3000-WPRU;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ME-3000-WPRU&thumb=true
MU-PE4T0S/WW;Samsung T7 Shield Portable SSD 4 TB/ Transfer speed up to 1050 MB/s/ USB 3.2 (Gen2  10Gbps) backwards compatible  AES 256-bit hardware encryption Colour: Black;Storage Media > External SSDs;2;7799;MU-PE4T0S/WW;Samsung Components;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=MU-PE4T0S%2fWW;https://api.mustek.co.za/customer/PartImage.ashx?partnum=MU-PE4T0S%2fWW&thumb=true
MYED3;iPhone 16 128GB Teal;N/A Cell Phone;2;17760;MYED3QN/A;Apple;Active;1,9595E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=MYED3;https://api.mustek.co.za/customer/PartImage.ashx?partnum=MYED3&thumb=true
MZ-V9P1T0CW;SAMSUNG 990 PRO 1 TB NVMe SSD W/Heatsink - Read Speed up to 7450 MB/s  Write Speed to up 6900 MB/s  Random Read up to 1200000 IOPS  Random Write up to 1550000 IOPS/PCIe 4.0 x4  NVMe 2.0/ V-Nand 3bit MLC/ In-house controller/ 1GB Low Power DDR4  600TBW;Storage Media > Solid State Nvme Drives;2;2599;MZ-V9P1T0CW;Samsung Components;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=MZ-V9P1T0CW;https://api.mustek.co.za/customer/PartImage.ashx?partnum=MZ-V9P1T0CW&thumb=true
RAPOO E1050;E1050 - Wireless keyboard;Peripherals > Keyboards;2;267;;RAPOO;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=RAPOO%20E1050;https://api.mustek.co.za/customer/PartImage.ashx?partnum=RAPOO%20E1050&thumb=true
RAPOO M760L - Pink;RAPOO / M760L - Large  multi-mode wireless mouse  Pink;Peripherals > Mouses;2;1099;;RAPOO;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=RAPOO%20M760L%20-%20Pink;https://api.mustek.co.za/customer/PartImage.ashx?partnum=RAPOO%20M760L%20-%20Pink&thumb=true
RAPOO MT760M - Pale Grey;RAPOO / MT760M - Multi-mode Wireless Mouse;Peripherals > Mouses;2;1029;;RAPOO;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=RAPOO%20MT760M%20-%20Pale%20Grey;https://api.mustek.co.za/customer/PartImage.ashx?partnum=RAPOO%20MT760M%20-%20Pale%20Grey&thumb=true
RAPOO MT760M - Pink;MT760M - Multi-mode Wireless Mouse;Peripherals > Mouses;2;1029;;RAPOO;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=RAPOO%20MT760M%20-%20Pink;https://api.mustek.co.za/customer/PartImage.ashx?partnum=RAPOO%20MT760M%20-%20Pink&thumb=true
Retail IP1 82QD00BFFU;Lenovo IdeaPad IP1 15IAU7 / 15.6 / FHD / Grey / Intel i5-1235U / 8GB DDR4 3200 OB / 512GB SSD M.2 2242 / Win11 Home / 1YRCI;nimage;2;9999;82QD00BFFU;Lenovo Consumer;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=Retail%20IP1%2082QD00BFFU;https://api.mustek.co.za/customer/PartImage.ashx?partnum=Retail%20IP1%2082QD00BFFU&thumb=true
S015642BA;Epson Black Ribbon LX-1350/LX-1170II/LX-1170 4 Million Characters;Printers > Cartridges > Ribbon;2;70;C13S015642;Epson;Active;8,71595E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=S015642BA;https://api.mustek.co.za/customer/PartImage.ashx?partnum=S015642BA&thumb=true
SAMSUNG HG50AU800;SAMSUNG HOSPITALITY DISPLAY/ UHD UPSCALING/ UHD DIMMING/ 3-SIDE BEZEL-LESS DESIGN/ MOBILE MIRRORING/ SWIVEL STAND;Peripherals > Monitors;2;8999;HG50AU800AUXUE;Samsung Display;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SAMSUNG%20HG50AU800;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SAMSUNG%20HG50AU800&thumb=true
SAMSUNG QB65C;SAMSUNG 65'' PROFESSIONAL DISPLAY - 4K UHD/ 16/7 USAGE;nimage;2;14499;LH65QBCEBGCXXA;Samsung Display;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SAMSUNG%20QB65C;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SAMSUNG%20QB65C&thumb=true
Samsung QM32R-T;Samsung 32'' Touch Display - Full HD/ 16/7 Usage/ 300nit Brightness/ SoC Media Player: SSSP 6;Peripherals > Monitors;2;23999;LH32QMRTBGCXEN;Samsung Display;Active;8,80609E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=Samsung%20QM32R-T;https://api.mustek.co.za/customer/PartImage.ashx?partnum=Samsung%20QM32R-T&thumb=true
SAMSUNG UA43DU7000;"SAMSUNG 43"" UHD TV PUR COLOR  CRYSTAL PROCESSOR 4K ENGINE  HDR 10+ (SUPPORT)  UHD DIMMING  MOTION XCELERATOR  SMART TV (TIZEN OS)  ADAPTIVE SOUND  AUTO GAME MODE  Q-SYMPHONY  OTS LITE  SLIM LOOK DESIGN  20W (2.0CH) SOUND OUTPUT  BLUETOOTH  HDMI X 3  USB X 1.";Peripherals > Monitors;2;4899;UA43DU7000KXXA;Samsung Components;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SAMSUNG%20UA43DU7000;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SAMSUNG%20UA43DU7000&thumb=true
SAMSUNG UA50DU7000 - PROMO;SAMSUNG 50'' UHD TV PURCOLOUR/ HDR 10+/ UHD DIMMING/ SMART TV (TIZEN OS)/ ADAPTIVE SOUND/ AUTO GAME MODE/ Q-SYMPHONY;Peripherals > Monitors;2;5899;UA50DU7000KXXA;Samsung Components;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SAMSUNG%20UA50DU7000%20-%20PROMO;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SAMSUNG%20UA50DU7000%20-%20PROMO&thumb=true
Samsung VH55R-R;Samsung Razor Thin Video Wall 0.44mm Bezel/ 24hour/ 700nit/;nimage;2;59999;LH55VHRRBGBXEN;Samsung Display;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=Samsung%20VH55R-R;https://api.mustek.co.za/customer/PartImage.ashx?partnum=Samsung%20VH55R-R&thumb=true
ScanSnap iX1300;Ricoh A4 30ppm/60ipm Duplex Dual-Path ADF Wi-Fi USB3.2 LED Desktop Scanner;Printers;2;6811;PA03805-B001;Ricoh;Active;4,93976E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ScanSnap%20iX1300;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ScanSnap%20iX1300&thumb=true
SM-X216 DEMO;`;N/A Cell Phone;2;4999;SM-X216BZAAAFA;Samsung IM;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SM-X216%20DEMO;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SM-X216%20DEMO&thumb=true
SOL-B-L-D-CABLE;DYNESS Power cable 1 x Cable per battery bank;nimage;2;265;DYPC0001;Sustainable Energy;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SOL-B-L-D-CABLE;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SOL-B-L-D-CABLE&thumb=true
SOL-I-AX-CB5;Combiner Box 5 string plus surge protection;nimage;2;3790;SOL-I-AX-CB5;Sustainable Energy;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SOL-I-AX-CB5;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SOL-I-AX-CB5&thumb=true
SOL-I-TP50-RS485;SMA TP50/CORE 1   RS485 Module;nimage;2;1;SOL-I-TP50-RS485;Sustainable Energy;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SOL-I-TP50-RS485;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SOL-I-TP50-RS485&thumb=true
SOL-P-M-330;Mecer - Solar 330W PV Module;nimage;2;1560;SOL-P-M-330;Sustainable Energy;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SOL-P-M-330;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SOL-P-M-330&thumb=true
SUMMIT 13 AI EVO A2VMTG-044ZA;"SUMMIT 13 AI EVO A2VMTG-044ZA / INTEL CORE ULTRA 7 258V EMBEDDED 32GB LPDDR5x / 1TB NVME PCIE SSD / INTEL ARC GRAPHICS / 13.3"" FHD+ (1920*1200) TOUCHSCREEN / WINDOWS 11 HOME/ INCLUDES MSI PEN 2 / NO BAG INCLUDED/ INK BLACK / 1 YEAR WARRANTY";Notebooks;2;27799;Summit 13 AIEvo A2VMTG-044ZA-BBU7258V32GXXDX11NGAP;MSI;Active;4,71138E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SUMMIT%2013%20AI%20EVO%20A2VMTG-044ZA;https://api.mustek.co.za/customer/PartImage.ashx?partnum=SUMMIT%2013%20AI%20EVO%20A2VMTG-044ZA&thumb=true
W4-spare;Netis 300Mbps Wireless N Router/4*5dBi external fixed antennas/2 LAN port;nimage;2;0,01;;Spares;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=W4-spare;https://api.mustek.co.za/customer/PartImage.ashx?partnum=W4-spare&thumb=true
WT300CL;Brother / Waste Toner Box for HL4150CDN/ HL4570CDW/ MFC9460CDN/ MFC9970CDW;Printers > Spare Parts;2;350;84GC3100101;Brother;Active;4,97777E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=WT300CL;https://api.mustek.co.za/customer/PartImage.ashx?partnum=WT300CL&thumb=true
11RXS0240F;LENOVO - THINKSMART CORE FOR LOGITECH;nimage;1;21060;11RXS0240F;Lenovo SMB;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=11RXS0240F;https://api.mustek.co.za/customer/PartImage.ashx?partnum=11RXS0240F&thumb=true
50085706-DEMO;Settled AP  Wi-Fi 6  indoor  Dual Radio(2.4G/5GHz)  2*2/2*2 MU-MIMO  1*GE Base-T  internal smart antennas;nimage;1;0;;Huawei Soho;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=50085706-DEMO;https://api.mustek.co.za/customer/PartImage.ashx?partnum=50085706-DEMO&thumb=true
88038FNV;The on-premises conference Function;nimage;1;118719,24;;Huawei Enterprise;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=88038FNV;https://api.mustek.co.za/customer/PartImage.ashx?partnum=88038FNV&thumb=true
960-001422;Logitech Brio 500 - Webcam - Graphite - USB;Peripherals > Webcams;1;2189;960-001422;Logitech;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=960-001422;https://api.mustek.co.za/customer/PartImage.ashx?partnum=960-001422&thumb=true
98012178-DEMO;S380 1*GE WAN  4*GE LAN(PoE+  50W)  up to 150 users forwarding performance 2Gbps;nimage;1;0;;Huawei Soho;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=98012178-DEMO;https://api.mustek.co.za/customer/PartImage.ashx?partnum=98012178-DEMO&thumb=true
981-000571;Logitech VC - Headset H570e Mono (Single Ear) USB;Peripherals > Computer Audio > Headsets > Over-Ears;1;877;981-000571;Logitech VC;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=981-000571;https://api.mustek.co.za/customer/PartImage.ashx?partnum=981-000571&thumb=true
9E2000i;Eaton 9E 2000i On-line UPS 2000VA (1600W) 208-240V Tower;Power Solutions > Pc Ups;1;10839;9E2000i;Eaton;Active;7,86689E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9E2000i;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9E2000i&thumb=true
9E3000i;Eaton 9E 3000i On-line UPS 3000VA (2400W) 208-240V Tower;Power Solutions > Pc Ups;1;14649;9E3000i;Eaton;Active;7,86689E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9E3000i;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9E3000i&thumb=true
9EEBM180;Eaton 9E EBM 180V (6kVA);nimage;1;16369;9EEBM180;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9EEBM180;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9EEBM180&thumb=true
9PXEBM180;Eaton 9PX External Battery 180V (9PX5Ki - 9PX6Ki);nimage;1;17379;9PXEBM180;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9PXEBM180;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9PXEBM180&thumb=true
9PXEBM240;Eaton 9PX External Battery 240V (9PX 8-11kVA);nimage;1;24119;9PXEBM240;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9PXEBM240;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9PXEBM240&thumb=true
9SX1500i;Eaton 9SX 1500i On-line UPS 1500VA 200-240V Tower;Power Solutions > Pc Ups;1;17819;9SX1500i;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX1500i;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX1500i&thumb=true
9SX1500iR;Eaton 9SX 1500i On-line UPS 1500VA 200-240V Rack2U (Rail Kit Incl.);Power Solutions > Pc Ups;1;21149;9SX1500iR;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX1500iR;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX1500iR&thumb=true
9SX2000i;Eaton 9SX 2000i On-line UPS 2000VA 200-240V Tower;Power Solutions > Pc Ups;1;22889;9SX2000i;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX2000i;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX2000i&thumb=true
9SX2000iR;Eaton 9SX 2000i On-line UPS 2000VA 200-240V Rack2U (Rail Kit Incl.);Power Solutions > Pc Ups;1;26439;9SX2000iR;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX2000iR;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX2000iR&thumb=true
9SX3000i;Eaton 9SX 3000i On-line UPS 3000VA 200-240V Tower;Power Solutions > Pc Ups;1;30839;9SX3000i;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX3000i;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX3000i&thumb=true
9SX3000iR;Eaton 9SX 3000i On-line UPS 3000VA 200-240V Rack2U (Rail Kit Incl.);Power Solutions > Pc Ups;1;34499;9SX3000iR;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX3000iR;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX3000iR&thumb=true
9SX5KiRT;Eaton 9SX 5000i RT3U On-line UPS 5000VA 220-240V Rack/Tower (Rail Kit Incl.);Power Solutions > Pc Ups;1;40729;9SX5KIRT;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX5KiRT;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SX5KiRT&thumb=true
9SXEBM36R;Eaton 9SX EBM 36V Rack2U (1kVA) (Rail Kit Incl.);Power Solutions > Pc Ups;1;9560;9SXEBM36R;Eaton;Active;7,43172E+11;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SXEBM36R;https://api.mustek.co.za/customer/PartImage.ashx?partnum=9SXEBM36R&thumb=true
ACX11-004794NX;Asus Warranty Extension from 12 month OSS to 36 month OSS for all Asus B/ P2/ W202/ Chromebook;nimage;1;369;ACX11-004794NX;Asus Commercial;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ACX11-004794NX;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ACX11-004794NX&thumb=true
AE300;USB3.0 GIGABIT ETHERNET ADAPTER;nimage;1;110,43;AE300;Mecer;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=AE300;https://api.mustek.co.za/customer/PartImage.ashx?partnum=AE300&thumb=true
BDG028;BLUETOOTH 4.0 USB DONGLE;nimage;1;90;BDG-028;Mecer;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=BDG028;https://api.mustek.co.za/customer/PartImage.ashx?partnum=BDG028&thumb=true
CAB-40130;10M SVGA MALE TO MALE CABLE;nimage;1;150;CATVGA10MM;Mecer;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=CAB-40130;https://api.mustek.co.za/customer/PartImage.ashx?partnum=CAB-40130&thumb=true
D500TD-I58512B6X;Asus / Tower/ Intel® Core™ i5-12400 Processor 2.5 GHz /Intel® B660 Chipset/ 8GB DDR4 U-DIMM (max 64GB) / 512GB M.2 NVMe™ PCIe® 3.0 SSD / DVD writer 8X / 1x PCIe® 4.0 x 16 / 2x PCIe® 3.0 x 1 / 1x M.2 connector for WiFi / 2x DDR4 U-DIMM slot / Windows 11 Pro / Black / Wired keyboard + Wired optical mouse / No monitor / 3-YR OSS;nimage;1;13109;90PF0332-M02820;Asus Commercial;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=D500TD-I58512B6X;https://api.mustek.co.za/customer/PartImage.ashx?partnum=D500TD-I58512B6X&thumb=true
DAM_SAMSUNG QM55B;SAMSUNG 55'' PROFESSIONAL DISPLAY - 4K UHD/ 24/7 USAGE/ 500NIT BRIGHTNESS/ SOC MEDIA PLAYER: SSSP 6;nimage;1;12870;LH55QMBEBGCXXA;Samsung Display;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DAM_SAMSUNG%20QM55B;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DAM_SAMSUNG%20QM55B&thumb=true
DEMO_SAMSUNG HG55AU800;SAMSUNG HOSPITALITY DISPLAY/ UHD UPSCALING/ UHD DIMMING/ 3-SIDE BEZEL-LESS DESIGN/ MOBILE MIRRORING/ SWIVEL STAND;nimage;1;8680; HG55AU800AUXXA;Samsung Display;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DEMO_SAMSUNG%20HG55AU800;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DEMO_SAMSUNG%20HG55AU800&thumb=true
DEMO_SAMSUNG QM55C;DEMO SAMSUNG 55'' PROFESSIONAL DISPLAY - 4K UHD/ 24/7 USAGE/ 500NIT BRIGHTNESS/ SOC MEDIA PLAYER: SSSP 10;nimage;1;12999;LH55QMCEBGCXXA;Samsung Display;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DEMO_SAMSUNG%20QM55C;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DEMO_SAMSUNG%20QM55C&thumb=true
DQ.R03EA.004;Acer AIO VZ4714G 23.8'' FHD LED LCD (Non-Touch) 1920x1080 Intel Core i5-13400 8GB DDR4 512GB SSD M.2 PCIe DVRW FHD IR Webcam WiFi USB Keyboard and Mouse Incl. Windows 11 Professional 3 Year onsite Warranty;Peripherals > Monitors;1;15829;DQ.R03EA.004;Acer;Active;4,71112E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DQ.R03EA.004;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DQ.R03EA.004&thumb=true
DS-3E1552P-SI;Hikvision L2  Smart Managed  48 Gigabit PoE ports  2 Gigabit RJ45  2 Gigabit SFP uplink ports  802.3af/at  PoE power budget 470W  max.;Networking & Wifi > KVM Switches;1;7350;;Hikvision Security;Active;6,93185E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DS-3E1552P-SI;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DS-3E1552P-SI&thumb=true
DS-3T0506HP;Hikvision L2 Unmanaged Industrial  4*1GB POE POrts  2*1GB SFP Ports;Networking & Wifi > KVM Switches;1;810;301803166;Hikvision Security;Active;6,94216E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DS-3T0506HP;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DS-3T0506HP&thumb=true
DT.R0DEA.001;Acer Veriton 2000 Mini VN2590G i5-1335U 16GB DDR4 512GB M.2 SSD Wi-Fi 6.0 + BT 5.0 Intel UHD graphics USB KYB & Mouse VESA Mount Front U3x2 U2x1 Combo Jack Rear U3x3 U2x2 HDMI-out DP RJ45 65W_3phy Windows 11 Pro3 YR OSW;Desktop Computers > Office Desktops;1;11399;DT.R0DEA.001;Acer;Active;4,71112E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DT.R0DEA.001;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DT.R0DEA.001&thumb=true
DT.R30EA.005;Acer DT 16L VS2720G i5-13400 H610 180W 8GB DDR5 512GB SSD ODD Wi-Fi 6.0 + BT 5.0 USB - KB and Mouse Internal Speaker Windows 11 Pro 3 Year Onsite warranty;nimage;1;11699;;Acer;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DT.R30EA.005;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DT.R30EA.005&thumb=true
DT.VWMEA.01V;Acer DT VS2690G Intel Core i5-12400 8GB DDR4 512GB M.2 PCIe SSD DVDRW WiFi USB Keyboard and Mouse Incl. Windows 10 Professional + Win 11 Pro Upgrade 3 Year Onsite Warranty;Desktop Computers > Office Desktops;1;10949;DT.VWMEA.01V;Acer;Active;4,71112E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DT.VWMEA.01V;https://api.mustek.co.za/customer/PartImage.ashx?partnum=DT.VWMEA.01V&thumb=true
E5576;LTE Mobile WiFi device CAT4. E5576-325/ No external Antenna Port/1500mAh/ up to 16 wifi users/NO LED screen display/ white -Open to all Major SA Networks;Networking & Wifi & security > Routers & mesh;1;700;51071SCT;Huawei Device;Active;6,97551E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=E5576;https://api.mustek.co.za/customer/PartImage.ashx?partnum=E5576&thumb=true
ELPDC07;Epson Visualiser A3 1920x1080 Max 30fps USB2.0 TypeB 1/ 2.7 '' CMOS sensor Auto Focus;nimage;1;4557;V12H759040;Epson;Active;8,71595E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ELPDC07;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ELPDC07&thumb=true
ELPLP80;Lamp EB-58x/59x Epson;nimage;1;1487;V13H010L80;Epson;Active;8,71595E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ELPLP80;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ELPLP80&thumb=true
ELPPN05A;Epson Interactive Pen EB-6xxWi/Ui / 14xxUi - Orange;nimage;1;828;V12H773010;Epson;Active;8,71595E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ELPPN05A;https://api.mustek.co.za/customer/PartImage.ashx?partnum=ELPPN05A&thumb=true
FI-7700;Ricoh A3 80ppm/160ipm A3 Duplex ADF/Flatbed USB3.1 LED Low-Volume Production Scanner;nimage;1;78802;PA03740-B001;Ricoh;Active;4,93976E+12;https://api.mustek.co.za/customer/PartImage.ashx?partnum=FI-7700;https://api.mustek.co.za/customer/PartImage.ashx?partnum=FI-7700&thumb=true
GV-N5060GAMING OC-8GD;GIGABYTE NVIDIA RTX5060 GAMING OC 8GB GDDR7/ DP x3/ HDMI x1/ support 8K.;nimage;1;6950;;Mecer;Active;;https://api.mustek.co.za/customer/PartImage.ashx?partnum=GV-N5060GAMING%20OC-8GD;https://api.mustek.co.za/customer/PartImage.ashx?partnum=GV-N5060GAMING%20OC-8GD&thumb=true
