sku;images;name;categories;originalCategory
SQR-5031366015792;https://www.xyz.co.za/ProdImg/Big_5031366015792-01.jpg;Apex Teaching-you Feng-Shui Skills, Retail;Computers Laptops & Electronics > Software;Software: Leisure CD
SQR-5016488124225;https://www.xyz.co.za/ProdImg/Big_5016488124225-Header.jpg;Apex Essentials - File Organiser;Computers Laptops & Electronics > Software;Software: Leisure CD
SQR-5016488109246;https://www.xyz.co.za/ProdImg/Big_5016488109246.jpg;Apex Musicalis Interactive Bass Guitar Course;Computers Laptops & Electronics > Software;Software: Leisure CD
SQR-KW9-00632;https://www.xyz.co.za/ProdImg/Big_kw9-00632-business-office-31468726485156_700x.png;Microsoft Windows 11 Home DVD Single User License;Computers Laptops & Electronics > Software;Software: Operating System
SQR-FQC-10528;https://www.xyz.co.za/ProdImg/Big_FQC-10528-header35422.png;Microsoft windows 11 license DVD Single User License;Computers Laptops & Electronics > Software;Software: Operating System
SQR-634-BYLI;https://api.esquire.co.za/Resources/Images/Products/Big_634-BYLI-9.jpg;Dell ROK Windows Server 2022 Essentials Edition;Computers Laptops & Electronics > Software;Software: Operating System
SQR-5016488113878;https://www.xyz.co.za/ProdImg/Big_5016488113878-01.jpg;Apex: -Eingana-Live atlas with 3D and satellite images;Computers Laptops & Electronics > Software;Software: PC Games
SQR-5016488124164;https://www.xyz.co.za/ProdImg/Big_5016488124164-01.jpg;Apex Essentials back up and protect;Computers Laptops & Electronics > Software;Software: Productivity
SQR-5031366150240;https://www.xyz.co.za/ProdImg/Big_5031366150240-01.jpg;Apex Teaching you Communication Skills;Computers Laptops & Electronics > Software;Software: Productivity
SQR-5016488124218;https://www.xyz.co.za/ProdImg/Big_5016488124218-01.jpg;Apex Essentials - Erase your;Computers Laptops & Electronics > Software;Software: Productivity
SQR-5031366150080;https://www.xyz.co.za/ProdImg/Big_5031366150080-01.jpg;DIGI CREATE YOUR OWN GREETING CARDS SECO;Computers Laptops & Electronics > Software;Software: Productivity
SQR-5397231012199;https://api.esquire.co.za/Resources/Images/Products/Big_5397231012199-2.jpg;Norton 360 Deluxe 3-Device Annual License;Computers Laptops & Electronics > Software;Software: Productivity
SQR-5397231013608;https://api.esquire.co.za/Resources/Images/Products/Big_Norton-360-For-Gamer-AF-1-User-3-Devices-Anti-virus-4.jpg;Norton 360 Gamer 3-Device Annual License;Computers Laptops & Electronics > Software;Software: Productivity
SQR-ACX11-005410PT;https://www.xyz.co.za/ProdImg/Big_Brand-Asus-500x375.jpg;ASUS ACX11;Computers Laptops & Electronics > Software;Software: Productivity
SQR-U6578E;https://api.esquire.co.za/Resources/Images/Products/Big_U6578E-2.jpg;HP 3-year Active Care NBD Onsite Notebook HW Support Warranty with DMR TC;Computers Laptops & Electronics > Software;Software: Productivity
SQR-5WS0T73712;https://api.esquire.co.za/Resources/Images/Products/Big_5WS0T73712-2.JPG;Lenovo 1-Year Premium Care with Onsite Upgrade;Computers Laptops & Electronics > Software;Software: Productivity
SQR-QQ2-00007-CO;https://api.esquire.co.za/Resources/Images/Products/Big_QQ2-00007-COover1-1.jpg;Microsoft MS365 Personal Annual subscription;Computers Laptops & Electronics > Software;Software: Productivity
SQR-EP2-32312;https://api.esquire.co.za/Resources/Images/Products/Big_d00aac6f-6995-4290-b38d-13f802bb861f-1_720x.jpg;Microsoft 365 Personal 1-user 12-month Subscription Download;Computers Laptops & Electronics > Software;Software: Productivity
SQR-EP2-32291;https://api.esquire.co.za/Resources/Images/Products/Big_EP2-32291Main1-1.jpg;Microsoft 365 Family for up to 6 People 12;Computers Laptops & Electronics > Software;Software: Productivity
SQR-79G-05335;https://www.xyz.co.za/ProdImg/Big_79G-05335main1.jpg;Microsoft Home and Student 2021 - NO MEDIA, DSP;Computers Laptops & Electronics > Software;Software: Productivity
SQR-KLQ-00654;https://www.xyz.co.za/ProdImg/Big_KLQ-00654-1.jpg;Microsoft 365 Business Standard Edition;Computers Laptops & Electronics > Software;Software: Productivity
SQR-KLQ-00216;https://www.xyz.co.za/ProdImg/Big_KLQ-00216.jpg;Microsoft 365 Business Standard ESD;Computers Laptops & Electronics > Software;Software: Productivity
SQR-T5D-02717;https://www.xyz.co.za/ProdImg/Big_T5D-02279-001.jpg;Microsoft Office Home and Business 2016;Computers Laptops & Electronics > Software;Software: Productivity
SQR-EP2-06602;https://www.xyz.co.za/ProdImg/Big_EP2-06602main1.jpg;Microsoft Home and Business 2024;Computers Laptops & Electronics > Software;Software: Productivity
SQR-MCAFEE1YEAR;https://www.xyz.co.za/ProdImg/Big_MCAFEE1YEAR-01.jpg;Mcafee 1-Year Free Internet Security OEM;Computers Laptops & Electronics > Software;Software: Security
SQR-5397231012236;https://api.esquire.co.za/Resources/Images/Products/Big_5397231012236-4.jpg;Norton 360 Deluxe 5-Device Annual License;Computers Laptops & Electronics > Software;Software: Security
SQR-ACX10-003846NB;https://api.esquire.co.za/Resources/Images/Products/Big_ACX10-003846NB-8.JPG;ASUS Notebook Warranty - 1YR TO 3YR;Computers Laptops & Electronics > Software;Software: Security
SQR-U9BA7E;https://api.esquire.co.za/Resources/Images/Products/Big_U9BA7E-1.jpg;HP 250 3years NBD Onsite Warranty Upgrade;Computers Laptops & Electronics > Software;Software: Security
SQR-9781842058527;https://brainware.co.za/ProdImg/Big_9781842058527-header-1a.jpg;New Choice Afrikaans And English Dictionary;Computers Laptops & Electronics > Stationery > Dictionaries;Dictionaries
SQR-6009685858320;https://api.esquire.co.za/Resources/Images/Products/Big_6009685858320.JPG;Marlin File Dividers Bright C/BOARD 1- 5;Computers Laptops & Electronics > Stationery > Filing > File Dividers;File Dividers
SQR-6009685858283;https://api.esquire.co.za/Resources/Images/Products/Big_6009685858283-2.JPG;Marlin Bight Board File Dividers/ Indexes 10 Position;Computers Laptops & Electronics > Stationery > Filing > File Dividers;File Dividers
SQR-101060014;https://api.esquire.co.za/Resources/Images/Products/Big_0101060014-1.JPG;Bostik Adhesive Glue Stick 40g;Computers Laptops & Electronics > Stationery > Glue;Adhesive - Glue Sticks
SQR-KMS031;https://api.esquire.co.za/Resources/Images/Products/Big_Bennett-Read-Scissors---WebImage1.jpg;Bennett Read Multi-Function Premium Scissors Green;Computers Laptops & Electronics > Stationery > Multi-purpose Scissors;Multi-purpose Scissors
SQR-KMS030;https://api.esquire.co.za/Resources/Images/Products/Big_Bennett-Read-Scissors---WebImage2-3.jpg;Bennett Read Multi-Function Premium Scissors Grey;Computers Laptops & Electronics > Stationery > Multi-purpose Scissors;Multi-purpose Scissors
SQR-BW-DG63580;https://api.esquire.co.za/Resources/Images/Products/Big_Screenshot-2025-05-12-103807.jpg;DLOffice Set BW-DG63580 Office Set of 6Pcs;Computers Laptops & Electronics > Stationery > Organisers;Office Equipment
SQR-TOT97682;https://brainware.co.za/ProdImg/Big_TOT97682main1.JPG;Waltons Primeline 1 Quire A4 Counter Book 5 Pack;Computers Laptops & Electronics > Stationery > Paper Books & Covers > A4 Counter Books;A4 Counter Books
SQR-PAP004;https://api.esquire.co.za/Resources/Images/Products/Big_152041-2.jpg;Rotatrim A4 80g Bond Paper Box 5 White;Computers Laptops & Electronics > Stationery > Paper Books & Covers > Paper A4 80gsm;Paper A4 80gsm
SQR-ERCGS-190GSM-20;https://www.xyz.co.za/ProdImg/Big_ERCGS-190gsm-20-001.jpg;EBox Resin Coated Glossy Photo Paper;Computers Laptops & Electronics > Stationery > Paper Books & Covers > Photo Paper A4;Photo Paper A4
SQR-ERCGSS-260GSM-20;https://www.xyz.co.za/ProdImg/Big_ERCGSS-260gsm-20-001.jpg;EBox Resin Coated Glossy Satin Photo Paper;Computers Laptops & Electronics > Stationery > Paper Books & Covers > Photo Paper A4;Photo Paper A4
SQR-ERSS-260GSM-20;https://www.xyz.co.za/ProdImg/Big_ERSS-260gsm-20-001.jpg;EBox Rough Satin Photo Paper-;Computers Laptops & Electronics > Stationery > Paper Books & Covers > Photo Paper A4;Photo Paper A4
SQR-ESMPS-190GSM-20;https://www.xyz.co.za/ProdImg/Big_ESMPS-190gsm-20-001.jpg;E-Box Satin Photo Paper- Microporous Coated Medium Duty;Computers Laptops & Electronics > Stationery > Paper Books & Covers > Photo Paper A4;Photo Paper A4
SQR-6009698067177YELLOW;https://api.esquire.co.za/Resources/Images/Products/Big_6009698067177YELLOW-1.JPG;MARLIN 1 POCKET PENCIL BAG-YELLOW;Computers Laptops & Electronics > Stationery > Pencil Boxes and Cases;Pencil Boxes and Cases
SQR-4712805740789;https://api.esquire.co.za/Resources/Images/Products/Big_P1690589.png;TWEETY DL TIN PENCIL CASE;Computers Laptops & Electronics > Stationery > Pencil Boxes and Cases;Pencil Cases
SQR-AR105;https://brainware.co.za/ProdImg/Big_ar-105-1.jpg;Arrow Genuine No 105 Vintage Chrome Desk Stapler;Computers Laptops & Electronics > Stationery > Staplers & Accessories > Staplers - Heavy Duty;Staplers - Heavy Duty
SQR-6009685854582-RD;https://api.esquire.co.za/Resources/Images/Products/Big_6009685854582-RD.jpg;Marlin Clicker Clutch Pencil And Lead Set Red;Computers Laptops & Electronics > Stationery > Writing Implements > Pencils Clutch;Pencils Clutch
SQR-PPD-2P;https://www.xyz.co.za/ProdImg/Big_PPD-2p-01.jpg;CD Sleeves EBox Plastic 100 Pack;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD / DVD Cases
SQR-CDCAS4P-01;https://www.xyz.co.za/ProdImg/Big_CDCAS4P-01-01.jpg;Unique 4 CD Jewel Case, Retail Box, No Warranty;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD / DVD Cases
SQR-JCD-12P;https://www.xyz.co.za/ProdImg/Big_JCD-12P-01.jpg;Geeko 12 Disc Visor Holder, Retail Box, No Warranty;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD / DVD Cases
SQR-CDCAS4P;https://www.xyz.co.za/ProdImg/Big_Jewel Case transparent.jpg;UniQue Jewel Case -4pc, Retail;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD / DVD Cases
SQR-EPN-3232;https://www.xyz.co.za/ProdImg/Big_EPN-3232-01.jpg;E-Box 32 CD Green Transparent;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-CDP002;https://www.xyz.co.za/ProdImg/Big_CDP002.jpg;UniQue 40 CD Wallet -;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-EZF1510-B;https://www.xyz.co.za/ProdImg/Big_EZF1510-B-01.jpg;Ebox Little Cd/ Dvd Bag Black, Retail Box, No Warranty;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-EZF1510-R;https://www.xyz.co.za/ProdImg/Big_EZF1510-R-01.jpg;Ebox Little Cd/ Dvd Bag Red, Retail Box, No Warranty;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-EZQ2224-BW;https://www.xyz.co.za/ProdImg/Big_EZQ2224-BW-01.jpg;Ebox 24pcs Cd Holder Black & White Socce;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-EZQ2224-BY;https://www.xyz.co.za/ProdImg/Big_EZQ2224-BY-02.jpg;Ebox 24pcs Cd Holder Black & Yellow Socc;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-DSY-CF1600;https://www.xyz.co.za/ProdImg/Big_DSY-CF1600.jpg;Disney Minnie Mouse 24 CD Wallet, Retail Packaged ,;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-434515;https://www.xyz.co.za/ProdImg/Big_434515.jpg;Manhattan 12 Capacity Baseball Design CD;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-ENZ3280;https://www.xyz.co.za/ProdImg/Big_ENZ3280.jpg;Ebox 80pcs Cd Wallet Denim & Brown;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-DSY-CF1350;https://www.xyz.co.za/ProdImg/Big_DSY CF1350.jpg;Disney Cars 48 CD Wallet, Retail Packaged ,;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-EPV12424;https://www.xyz.co.za/ProdImg/Big_EPV12424.jpg;Ebox 424 Cd Holder -Black,;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-ESQ32240;https://www.xyz.co.za/ProdImg/Big_ESQ32240-001.JPG;Ebox 240pcs Cd Holder Sparkling Grey;Computers Laptops & Electronics > Storage Media > CD's & DVD's;CD/DVD Wallet 
SQR-4COSDVDRMINI;https://www.xyz.co.za/ProdImg/Big_4COSDVDRMINI.jpg;PrinQ 4COS DVD-R Mini 1.47GB;Computers Laptops & Electronics > Storage Media > CD's & DVD's;Media (CD/DVD/Blu-ray)
SQR-4COSDVDRWMINI;https://www.xyz.co.za/ProdImg/Big_4COSDVDRMINI.jpg;PrinQ 4COS DVD-RW Mini 1.47GB;Computers Laptops & Electronics > Storage Media > CD's & DVD's;Media (CD/DVD/Blu-ray)
SQR-EDT32240;https://www.xyz.co.za/ProdImg/Big_EDT32240.JPG;Ebox 240 Cd Holder -Black,;Computers Laptops & Electronics > Storage Media > CD's & DVD's;Storage Boxes/Disk Boxes
SQR-EPV12416;https://www.xyz.co.za/ProdImg/Big_EPV12416.jpg;Ebox 416 Cd Holder -Black,;Computers Laptops & Electronics > Storage Media > CD's & DVD's;Storage Boxes/Disk Boxes
SQR-SN12520;https://www.xyz.co.za/ProdImg/Big_SN12520.jpg;Ebox 520 Cd Holder -Black;Computers Laptops & Electronics > Storage Media > CD's & DVD's;Storage Boxes/Disk Boxes
SQR-41-07185-2400B;https://www.xyz.co.za/ProdImg/Big_41-07185-2400B-01.jpg;Apacer 2.5 to 3.5-Inch Mounting Bracket;Computers Laptops & Electronics > Storage Media > Enclosures;Hard Disk (Enclosures)
SQR-WX-HD101;https://api.esquire.co.za/Resources/Images/Products/Big_WX-HD101.3_610x_crop_center-2.jpg;Winx Store Fast 2.5-inch Type-C HDD Enclosure;Computers Laptops & Electronics > Storage Media > Enclosures;Hard Disk (Enclosures)
SQR-UI-35M9;https://www.xyz.co.za/ProdImg/Big_UI-35M9-Header.jpg;UniQue 3.5 InchAluminium External USB 2.0 IDE Hard Drive;Computers Laptops & Electronics > Storage Media > Enclosures;Hard Disk (Enclosures)
SQR-HSC308U16Z1-8G;https://www.xyz.co.za/ProdImg/Big_HSC308U16Z1-8GMain1.jpg;Hiksemi Hiker HSC308U16Z1-8G UDIMM Memory Module;Computers Laptops & Electronics > Storage Media > Enclosures;Hard Disk (Enclosures)
SQR-702966;https://www.xyz.co.za/ProdImg/Big_702966.jpg;Manhattan 5.25 Inch USB 2.0 Aluminium Hard Drive Enclosure;Computers Laptops & Electronics > Storage Media > Enclosures;Hard Disk (Enclosures)
SQR-UNQEMSUSB3;https://www.xyz.co.za/ProdImg/Big_UNQEMSUSB3-001a.JPG;UniQue USB To mSATA SSD Mini External Enclosure;Computers Laptops & Electronics > Storage Media > Enclosures;SSD (Enclosures)
SQR-AP1TBAS2280Q4U5-1;https://api.esquire.co.za/Resources/Images/Products/Big_AP1TBAS2280Q4U5-1-3.JPG;Apacer 1TB SSD For PS5 M.2 2280 PCI-E;Computers Laptops & Electronics > Storage Media > Enclosures;SSD (Enclosures)
SQR-AP2TBAS2280P4U-1;https://www.xyz.co.za/ProdImg/Big_AS2280P4U_02.jpg;The AS2280P4U Pro M.2 PCIe Gen3 x4 SSD;Computers Laptops & Electronics > Storage Media > Enclosures;SSD (Enclosures)
SQR-USB3THDDC1.5;https://www.xyz.co.za/ProdImg/Big_USB3THDD-001.jpg;Zatech High Speed USB Type A Male to Micro USB Type B 10;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-USB3THDDC3.0;https://www.xyz.co.za/ProdImg/Big_USB3THDD-001.jpg;Zatech High Speed USB Type A Male to Micro USB Type B 10;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-USB3THDDC5.0;https://www.xyz.co.za/ProdImg/Big_USB3THDD-001.jpg;Zatech High Speed USB Type A Male to Micro USB Type B 10;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-HDTB510EK3AA;https://www.xyz.co.za/ProdImg/Big_81JKwnoJEjL._AC_SX466_-removebg-preview-removebg-preview (1).png;Toshiba 1TB Canvio Basics USB 3.0 Portable Hard Drive;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-WDBUZG0010BBK-WESN;https://api.esquire.co.za/Resources/Images/Products/Big_WD-Elements-Portable-3.jpg;Western Digital 1TB Elements Black 2.5-Inch External HD;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-AP2TBAC532B-1;https://www.xyz.co.za/ProdImg/Big_AP2TBAC532B-1main1.jpg;Apacer 2TB AC532 Series 2.5 inch USB 3.1 Shockproof;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-HDTB520EK3AA;https://www.xyz.co.za/ProdImg/Big_ezgif.com-gif-maker-removebg-preview (1).png;Toshiba 2TB Canvio Basics USB 3.0 Portable Hard Drive;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-WDBU6Y0020BBK-WESN;https://www.xyz.co.za/ProdImg/Big_WDBU6Y0020BBK-WESNmain1.jpg;Western Digital 2TB My Passport Portable External Hard;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-WDBU6Y0040BBK-WESN;https://www.xyz.co.za/ProdImg/Big_WDBU6Y0040BBK-WESN-01.jpg;Western Digital 4TB Elements Portable External Hard Drive;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-HDTB540EK3CA;https://www.xyz.co.za/ProdImg/Big_HDTB540EK3CAmain2.jpg;Toshiba 4TB Canvio Basics USB 3.0 Portable Hard Drive;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-HDTCA40EK3CAH;https://api.esquire.co.za/Resources/Images/Products/Big_HDTCA40EK3CAH.jpg;Toshiba External  4TB USB3.0 2.5 inch Hard Drive;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-WDBU6Y0050BBK-WESN;https://api.esquire.co.za/Resources/Images/Products/Big_wdbu6y0050bbk-external-solid-state-drives-34615818059940-8.jpg;WD Elements 5TB Portable External Hard Drive;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-AP5TBAC236B-1;https://www.xyz.co.za/ProdImg/Big_AP2TBAC236B-1-02.png;Apacer AC236 5TB USB 3.1 External Hard Drive;Computers Laptops & Electronics > Storage Media > External SSDs;Hard Disk (External)
SQR-AP64GMCSX10U5-R;https://www.xyz.co.za/ProdImg/Big_AP64GMCSX10U5-R-001.jpg;Apacer 64GB Class 10 Micro-Sd+Adaptor;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (SD Flash)Class 10
SQR-AP128GMCSX10U5-R;https://www.xyz.co.za/ProdImg/Big_AP128GMCSX10U5-R-01.jpg;Apacer 128GB Class 10 MicroSD with Adapter;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (SD Flash)Class 10
SQR-AP256GMCSX10U8-R;https://www.xyz.co.za/ProdImg/Big_AP256GMCSX10U8-R.jpg;Apacer 256GB Class 10 MicroSD with Adapter;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (SD Flash)Class 10
SQR-AP32GAH350B-1;https://www.xyz.co.za/ProdImg/Big_AH350 USB3.0 Retractable USB Drives 001.jpg;Apacer AH350 32GB USB 3.0 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.0)
SQR-AP64GAH350B-1;https://www.xyz.co.za/ProdImg/Big_AH350 USB3.0 Retractable USB Drives 001.jpg;Apacer AH350 64GB USB 3.0 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.0)
SQR-AP32GAH353C-1;https://www.xyz.co.za/ProdImg/Big_apacer-ah353-golden-wing-usb-3-0-flash-drive 001.jpg;Apacer AH353 32GB USB 3.0 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.0)
SQR-AP128GAH350B-1;https://www.xyz.co.za/ProdImg/Big_AH350 USB3.0 Retractable USB Drives 001.jpg;Apacer AH350 128GB USB 3.0 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.0)
SQR-AP512GAH355B-1;https://api.esquire.co.za/Resources/Images/Products/Big_AP512GAH355B-1-6.png;Apacer 512GB AH355 Black USB 3.2 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.0)
SQR-SDCZ48-512G-G46;https://api.esquire.co.za/Resources/Images/Products/Big_SDCZ48-512G-G46Main1-1.jpg;Sandisk Ultra USB3.0 512GB Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.0)
SQR-SDDDC3-064G-G46NB;https://api.esquire.co.za/Resources/Images/Products/Big_ultra-dual-drive-go-usb-3-1-type-c-blue-front.png.wdthumb.1280.1280-3.jpg;SanDisk Ultra Dual Drive Go USB Type-C 64GB USB;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.1)
SQR-AP32GAH190H-1;https://www.xyz.co.za/ProdImg/Big_297348_2254_draft_large.jpg;Apacer AH190 32GB USB 3.1 Gen1 & Lightning Dual Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.1)
SQR-AP64GAH25CU-1;https://www.xyz.co.za/ProdImg/Big_AP64GAH25CU-1-002a.jpg;Apacer 64GB AH25C Series USB 3.2 Gen 1 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.2)
SQR-AP64GAH25CJ-1;https://api.esquire.co.za/Resources/Images/Products/Big_AP128GAH25CJ-1-5.jpg;Apacer 64GB AH25C Bronze USB 3.2 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.2)
SQR-AP64GAH25BB-1;https://api.esquire.co.za/Resources/Images/Products/Big_AP64GAH25BB-1-5.png;Apacer 64GB AH25B Black USB 3.2 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.2)
SQR-SP016GBUF3B02V1K;https://api.esquire.co.za/Resources/Images/Products/Big_SP016GBUF3B02V1KMain1-4.jpg;Silicon Power Blaze 16GB Type-A 3.2 Black USB Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.2)
SQR-SDCZ480-032G-G46;https://api.esquire.co.za/Resources/Images/Products/Big_ultra-slider-usb-type-c-open.png.wdthumb.1280.1280-6.jpg;SanDisk Ultra Slider USB Type-C Flash Drive - 32GB;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.2)
SQR-SDCZ480-064G-G46;https://api.esquire.co.za/Resources/Images/Products/Big_ultra-slider-usb-type-c-open.png.wdthumb.1280.1280-4.jpg;SanDisk Ultra Slider USB Type-C Flash Drive - 64GB;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.2)
SQR-AP32GAH180R-1;https://api.esquire.co.za/Resources/Images/Products/Big_AH180_01-2.jpg;Apacer 32GB AH180 OTG USB 3.2 Gen 1 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.2)
SQR-AP64GAH180R-1;https://api.esquire.co.za/Resources/Images/Products/Big_AP64GAH180R-1-2.JPG;Apacer AH180 64GB USB 3.2 Gen 1 Dual Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.2)
SQR-SDCZ480-128G-G46;https://api.esquire.co.za/Resources/Images/Products/Big_ultra-slider-usb-type-c-closed.png.wdthumb.1280.1280-4.jpg;SanDisk Ultra Slider USB Type-C Flash Drive 128GB;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash-3.2)
SQR-BL-USB32GB;https://api.esquire.co.za/Resources/Images/Products/Big_BL-USB32GB-3.JPG;Baseline 32GB USB 2.0 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash)
SQR-SDCZ50C-016G-B35GE;https://www.xyz.co.za/ProdImg/Big_SDCZ50C-016G-B35GE-01.jpg;Sandisk Cruzer Blade USB 16GB Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash)
SQR-SDCZ50C-016G-B35PE;https://www.xyz.co.za/ProdImg/Big_SDCZ50C-016G-B35PE-02.jpg;Sandisk Cruzer USB 16GB Flash Drive Pink;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash)
SQR-LU202W032GG4;https://www.xyz.co.za/ProdImg/Big_LU202W032GG4main.jpg;Kioxia U202 32GB TransMemory USB 2.0 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash)
SQR-BL-USB64GB;https://api.esquire.co.za/Resources/Images/Products/Big_BL-USB64GB-6.JPG;Baseline 64GB USB 2.0 Swivel Memory Stick;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash)
SQR-SDCZ50-064G-B35;https://www.xyz.co.za/ProdImg/Big_SDCZ50-032G-B35.jpg;Sandisk Cruzer USB 64GB Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash)
SQR-LU202W128GG4;https://www.xyz.co.za/ProdImg/Big_LU202W128GG4main1.jpg;Kioxia U202 128GB TransMemory USB 2.0 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash)
SQR-DTL+/8GB;https://www.xyz.co.za/ProdImg/Big_DTLplus-8GB.jpg;Kingston Data Locker + 8GB USB 2.0 Flash Drive;Computers Laptops & Electronics > Storage Media > Flash Drives;Memory (USB flash)
SQR-ST101P;https://api.esquire.co.za/Resources/Images/Products/Big_removable-ide-rack-ata-133-with-key-fan-(1).jpg;REMOVABLE IDE RACK ATA-133 With KEY FAN;Computers Laptops & Electronics > Storage Media > Hard Drives;Hard Disk (ATA)
SQR-ST2000NM012B-OPB;https://api.esquire.co.za/Resources/Images/Products/Big_st2000nm012b-internal-hard-drives-44831643205796-1.jpg;DELL EXOS 7E10 2TB ENTERPRISE SATA HDD;Computers Laptops & Electronics > Storage Media > Hard Drives;Hard Disk (ATA)
SQR-HDWG71AEZSTAU;https://api.uselect.co.za/Resources/Images/Products/Big_hdwg71aezsta-internal-hard-drives-1153026162-6.jpg;Toshiba N300 3.5-inch 10TB Serial ATA Internal NAS Hard Drive Disk;Computers Laptops & Electronics > Storage Media > Hard Drives;Hard Disk (ATA)
SQR-ST1000LM049;https://www.xyz.co.za/ProdImg/Big_st1000lm049.jpg;Seagate BarraCuda PRO 1TB SATA III 7mm Hard Disk Drive;Computers Laptops & Electronics > Storage Media > Hard Drives;Hard Disk (Mobile)
SQR-ST2000VN003;https://www.xyz.co.za/ProdImg/Big_ST2000VN003.jpg;Seagate Ironwolf 2TB 3.5-inch Internal NAS Drives;Computers Laptops & Electronics > Storage Media > Hard Drives;Hard Disk (NAS)
SQR-ST4000VN006;https://www.xyz.co.za/ProdImg/Big_hardriveinternal.png;"Seagate Ironwolf 4TB 3.5"" Internal NAS Drives; SATA 6GB";Computers Laptops & Electronics > Storage Media > Hard Drives;Hard Disk (NAS)
SQR-HDWG740EZSTCU;https://api.uselect.co.za/Resources/Images/Products/Big_HDWG740EZSTCU-2.JPG;Toshiba 4TB N300 SATA III 3.5-Inch Hard Drive;Computers Laptops & Electronics > Storage Media > Hard Drives;Hard Disk (NAS)
