name;sku;categories;description;images;brand;originalCategory
ASTRUM GENERIC BAT FOR ACER 5635 AS09C71 11.V 4400MAH;AST-ABT-AC5635;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;BAT FOR ACER 5635 AS09C71 11.V 4400MAH;https://astrum.co.za/wp-content/uploads/2023/09/1706776258ABT-AC5635-1.webp;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR ACER E5 475 AS16A5K 14.8V 2200MA;AST-ABT-ACE5-475G;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"Compatible part no AL12A32, AL12A72, KT.00403.012, 41CR17/65, B053R015-0002, TZ41R1122, AK.004BT.097, KT.00407.001. Aspire V5 V5-431 V5-431G V5-431P V5-471 V5-471G V5-471P V5-531 V5-531G V5-531P V5-551 V5-551G V5-571 V5-571G V5-571P V5-Touch Series V5-531-4307 V5-531-4439 V5-531-4636 V5-531-4644 V5-531-4690 V5-431-2675 V5-431-4407 V5-431-4689 V5-531P-4129 V5-531P-4693 V5-431P-10074G50Mass V5-431P-21172G50Mass battery

Compatible Models For Aspire E1 E1-410G E1-470P-6659 E1-522 E1-530 E1-532 E1-570 E1-570G E1-572 E1-572G E1-470 E1-470G E1-472 E1-510 E1-510P S3-471 TravelMate P255-M TravelMate P255-MG Series V5-471G-53334G50Makk V5-471G-53334G50Mass V5-471G-53334G50Dass V5-471G-53314G50Mabb V5-471G-53314G50Mauu V5-471G-53314G50Mass（Win8）V5-471G-73514G50Mass V5-471G-33214G50Mauu V5-471G-33214G50Mass V5-471G-33214G50Mabb V5-471G-323c4G50Mauu V5-471G-32364G50Mabb battery

100% New from Manufacturer. Up to 500 recharge cycles over the life of the battery.All products are Certified by CE, FCC for safety. Strict guidelines for compatibility, and standards compliance for environment safety.

Capacity: 2200mAh, Cell count: 4, Voltage: 14.8V (Compatible with 14.4V) Li-ion Laptop Battery";https://astrum.co.za/wp-content/uploads/2023/11/1706776863ABT-ACE5-475G2.webp;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR ACER ES1 CM13 CM15 11.4V 2200MAH;AST-ABT-ACES1;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"The Astrum Replacement Battery 11.4V 2200mAh is a dependable and high-performance power source designed for Acer ES1, CM13, and CM15 notebooks. This battery is meticulously engineered to meet or exceed original manufacturer specifications, ensuring perfect compatibility and superior performance for your Acer devices.

With a voltage of 11.4V and a capacity of 2200mAh, this battery offers a reliable power solution that allows for extended use of your Acer notebook, minimizing the need for frequent recharging. The Astrum battery is constructed with premium lithium-ion cells, which provide efficient energy storage and discharge. The advanced cell technology reduces the risk of memory effect, allowing you to charge and discharge the battery without significant loss of capacity over time.

The battery is designed specifically for compatibility with Acer models ES1, CM13, and CM15, ensuring a perfect fit into the battery bay and facilitating quick and hassle-free installation. The Astrum Replacement Battery includes multiple safety features, such as protection against overcharging, overheating, and short-circuiting. These integrated safeguards ensure that both the battery and your notebook are protected from potential damage. Encased in a robust outer shell, the battery is built to withstand everyday wear and tear, guaranteeing long-lasting performance even with regular use. Moreover, the battery is made with eco-friendly materials and complies with international environmental standards, making it a responsible choice for both users and the planet. It is also fully recyclable at the end of its lifecycle.

To install the battery, turn off your Acer notebook and disconnect it from any power source. Remove the existing battery by unlocking the battery latch and sliding the battery out. Insert the Astrum Replacement Battery into the battery bay and secure it by locking the latch. Power on your notebook and allow the battery to charge completely before initial use. To maximize battery life, it is recommended to perform regular full charge and discharge cycles. Avoid exposing the battery to extreme temperatures or direct sunlight, and store it in a cool, dry place if not used for an extended period.

The Astrum Replacement Battery comes with a 12-month warranty, providing peace of mind and customer satisfaction. Should you encounter any issues with the battery, Astrum offers comprehensive support and service to address your concerns promptly. In conclusion, the Astrum Replacement Battery 11.4V 2200mAh for Acer ES1, CM13, and CM15 notebooks is an excellent choice for users seeking a reliable, high-quality power solution. With its superior build quality, enhanced safety features, and easy installation, this battery is designed to keep your Acer notebook running smoothly and efficiently for extended periods.

COMPATIBLE PART NO ;     AC14B13J, AC14B18J, ABT-ACES1

&nbsp;

COMPATIBLE MODEL NO;   Aspire ES1-111, Aspire ES1-111M, Aspire ES1-131, Aspire ES1-311, Aspire ES1-531, CB5-311-T1UU, CB5-311-T7NN, CB5-571-362Q, CB5-571-58HF, CB5-571-C09S, CB5-571-C1DZ, CB5-571-C4G4, CB5-571-C4T3, CB5-571-C506, CB5-571-C9DH, Chromebook 11 CB3-111, Chromebook 13 CB5-311, Chromebook 15 CB3-531, Chromebook 15 CB5-571, Chromebook CB3-531, Chromebook CB5-11, Chromebook CB5-311, Chromebook CB5-311P, Chromebook CB5-571, TravelMate B115-M, TravelMate B115-MP";https://astrum.co.za/wp-content/uploads/2022/01/ACER-ES1.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC Battery AP13B3K for Acer Aspire R7-571 R7-571G R7-572 R7-572G Series;AST-ABT-ACV5;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"🔋 High-capacity, Reliable Power

Revitalize your laptop's performance with this premium replacement battery. It is engineered to provide longer battery life and seamless compatibility with ACER V5. Perfect for users on the go, students, and professionals alike, this battery ensures reliable power wherever you need it.

🌟 Enhanced Battery Life

With 2200 mAh and 14.8v specifications, our battery is crafted for optimal performance and durability. It gives you hours of uninterrupted usage per charge, allowing you to stay productive longer and enjoy worry-free sessions without constantly searching for an outlet.

🔒 Quality Tested & Certified for Safety

Our batteries undergo rigorous testing to meet international quality and safety standards, including certifications like CE and RoHS. Each battery includes overcharge and over-discharge protection, as well as short circuit protection, to safeguard your device and data.

⚙️ Perfect Fit, 100% Compatibility

This replacement battery is custom-designed to fit your laptop perfectly, ensuring 100% compatibility. Simply plug it in and experience an easy, hassle-free installation with no special tools required.

📆 1-Year Warranty & Customer Support

We stand by our products. Each purchase comes with a 1-year warranty and responsive customer support. If you encounter any issues, our team is here to assist you, providing a worry-free experience and peace of mind.

Product Highlights:

- Battery Type: Lithium-Ion
- Capacity: 2200mAh
- Voltage: 14.8V
- Cells: 4-Cell
- Certified Safe: CE, RoHS Certified
- Compatibility: 100% compatible with

Laptop Models No:
Aspire E15 15.6, Aspire M5-583, Aspire M5-583P, Aspire R7, Aspire R7-571, Aspire R7-571G, Aspire R7-572, Aspire R7-572G, Aspire V5-452G, Aspire V5-452P, Aspire V5-452PG, Aspire V5-472, Aspire V5-472G, Aspire V5-472P, Aspire V5-472PG, Aspire V5-473, Aspire V5-473G, Aspire V5-473P, Aspire V5-473PG, Aspire V5-481P, Aspire V5-552, Aspire V5-552G, Aspire V5-552P, Aspire V5-552PG, Aspire V5-572, Aspire V5-572G, Aspire V5-572P, Aspire V5-573, Aspire V5-573G, Aspire V5-573P, Aspire V5-573PG, Aspire V7-481, Aspire V7-481G, Aspire V7-481P, Aspire V7-481PG, Aspire V7-482, Aspire V7-482P, Aspire V7-482PG, Aspire V7-581, Aspire V7-581G, Aspire V7-581P, Aspire V7-581PG, Aspire V7-582, Aspire V7-582P, Aspire V7-582PG,

Lapotp Part No:
AL13B3K, AP13B8K, KT00403018, ABT-ACV5, KT.00403.018.


*Disclaimer*
Please carefully check your battery's model number and image to ensure compatibility before purchasing the battery.";https://astrum.co.za/wp-content/uploads/2022/01/ACER-V5.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BATTERY FOR ASUS X540 SERIES;AST-ABT-ASX540;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible part no

A31N1519, ABT-ASX540

compatible model no

Asus X541,X540LJ, X540SA, X540SC, X540YA, X540S, A540, F540, R540LA, X540LA-SI302";https://astrum.co.za/wp-content/uploads/2022/05/ASUS-X540.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC Astrum Battery A41-X550A for ASUS F450L F550 K550 R510 X550 Series;AST-ABT-ASX550;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"🔋 High-capacity, Reliable Power

Revitalize your laptop's performance with this premium replacement battery. It is engineered to provide longer battery life and seamless compatibility with ASUS X550. Perfect for users on the go, students, and professionals alike, this battery ensures reliable power wherever you need it.

🌟 Enhanced Battery Life

With 2200 mAh and 14.4v specifications, our battery is crafted for optimal performance and durability. It gives you hours of uninterrupted usage per charge, allowing you to stay productive longer and enjoy worry-free sessions without constantly searching for an outlet.

🔒 Quality Tested & Certified for Safety

Our batteries undergo rigorous testing to meet international quality and safety standards, including certifications like CE and RoHS. Each battery includes overcharge and over-discharge protection, as well as short circuit protection, to safeguard your device and data.

⚙️ Perfect Fit, 100% Compatibility

This replacement battery is custom-designed to fit your laptop perfectly, ensuring 100% compatibility. Simply plug it in and experience an easy, hassle-free installation with no special tools required.

📆 1-Year Warranty & Customer Support

We stand by our products. Each purchase comes with a 1-year warranty and responsive customer support. If you encounter any issues, our team is here to assist you, providing a worry-free experience and peace of mind.

Product Highlights:

- Battery Type: Lithium-Ion
- Capacity: 2200mAh
- Voltage: 14.4V
- Cells: 4-Cell
- Certified Safe: CE, RoHS Certified
- Compatibility: 100% compatible with

Laptop Models No:
0B110-00230000, 0B110-00230200, 0B110-00230400, 0B110-00230900, 0B110-00231100, 450VE, A450, A450CA-WX102D, A450CA-WX104D, A450CA-WX105D, A450CA-WX106D, A450CA-WX107D, A450CA-WX243D, A450CA-WX314D, A450CC-WX147D, A450CC-WX154D, A450CC-WX247D, A450CC-WX249D, A450CC-WX250D, A450CC-WX261D, A450E1007CC-SL, A450E3217CC-SL, A450E323VB-SL, A450E323VC-SL, A450E3337CC-SL, A450E42JF-SL, A450E47JF-SL, A450JN4700, A450LC-WX048D, A450LC-WX050D, A450LC-WX052D, A450LC-WX055D, A450LC4200, A450LD4210, A550C, A550C-XX837H, A550CA-XX566H, A550CA-XX657V, A550CC, A550CC-XX307, A550CC-XX309, A550CC-XX470D, A550CC-XX471D, A550CC-XX544H, A550JK, A550JK-XX142D, A550JK4200, A550L, A550LA, A550LB, A550LC, A550LC-XX179H, A550LC-XX181H, A550LC4200, A550V, A550VB, A550VC, A550X1007CC-SL, A550X3217CC-SL, A550X3337CC-SL, A550XI323VB-SL, A550XI323VC-SL, A552EA, D450LA, D452C, D452E, D452EA, D452EP, D452V, D551E, D552E, D552EA, D552EP, D552V.

Lapotp Part No:
A41-X550A, A41X550A, A41-X550, A41X550.

*Disclaimer*
Please carefully check your battery's model number and image to ensure compatibility before purchasing the battery.";https://astrum.co.za/wp-content/uploads/2023/09/1706776208ABT-ASX550.webp;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR ASUS X551 451 SERIES;AST-ABT-ASX551;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"The replacement battery designed for ASUS X551 and 451 series laptops is engineered to provide reliable power and enhance the performance and longevity of your device. Operating at the specified voltage and capacity, this battery ensures extended usage times, minimizing the need for frequent recharging and enabling uninterrupted productivity.

Built with high-quality cells, the battery delivers efficient energy storage and discharge, reducing the risk of memory effect and maintaining consistent performance over time. This advanced technology optimizes the battery's efficiency and operational lifespan.

Safety features include protection against overcharging, overheating, and short-circuiting, ensuring both the battery and your ASUS X551 or 451 series laptop are protected from potential damage. The durable construction of the battery ensures reliable performance even under daily use.

Installation is straightforward: power off your ASUS laptop, disconnect it from any power source, and replace the existing battery with the new one. Ensure the battery is securely inserted into the battery bay to maintain stable connectivity and functionality. Once installed, allow the battery to charge before initial use to optimize its performance fully.

This replacement battery is designed with environmental responsibility in mind, using eco-friendly materials and complying with international environmental standards. It supports sustainable practices while offering dependable power solutions for your ASUS X551 or 451 series laptop.

compatible part no

0B110-00250100, A41N1308, ABT-ASX551, A31LJ9

compatible model no

Asus X451, X, 551, X451C, X451CA, X551C, X551CA, X551CA-SX024H, X551CA-SX029H, X551CA-DH21, x551m";https://astrum.co.za/wp-content/uploads/2022/09/ASUS-X551.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC Battery B21N1329 for ASUS D553 F453 F553 P553 X403 X453 X502 Series;AST-ABT-ASX553;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"🔋 High-capacity, Reliable Power

Revitalize your laptop's performance with this premium replacement battery. It is engineered to provide longer battery life and seamless compatibility with ASUS X453. Perfect for users on the go, students, and professionals alike, this battery ensures reliable power wherever you need it.

🌟 Enhanced Battery Life

With 4400 mAh and 7.2v specifications, our battery is crafted for optimal performance and durability. It gives you hours of uninterrupted usage per charge, allowing you to stay productive longer and enjoy worry-free sessions without constantly searching for an outlet.

🔒 Quality Tested & Certified for Safety

Our batteries undergo rigorous testing to meet international quality and safety standards, including certifications like CE and RoHS. Each battery includes overcharge and over-discharge protection, as well as short circuit protection, to safeguard your device and data.

⚙️ Perfect Fit, 100% Compatibility

This replacement battery is custom-designed to fit your laptop perfectly, ensuring 100% compatibility. Simply plug it in and experience an easy, hassle-free installation with no special tools required.

📆 1-Year Warranty & Customer Support

We stand by our products. Each purchase comes with a 1-year warranty and responsive customer support. If you encounter any issues, our team is here to assist you, providing a worry-free experience and peace of mind.

Product Highlights:

- Battery Type: Li-Polymer
- Capacity: 4400mAh
- Voltage: 7.2v
- Certified Safe: CE and RoHS Certified
- Compatibility: 100% compatible with

Laptop Model No:
Asus X403 X403M X403MA X503M X502CA X453 X453MA X553 X553M F453 F453MA F553M P553.

Laptop Part No:
B21N1329, ABT-ASX553.

*Disclaimer*
Please carefully check your battery's model number and image to ensure compatibility before purchasing the battery.";https://astrum.co.za/wp-content/uploads/2022/09/ASUS-X453.webp;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 1520 1521 1720 11.1V 4400MA;AST-ABT-DL1520;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"Compatible part no

W280 0UW280 NR239 312-0589 451-10477 FK890 GK476 GK479 312-0504 312-0575 312-0576 312-0590 312-0594 FP282

compatible model no

For Dell Inspiron 1520 Dell 1521 Dell 1721 Dell Vostro 1500 Dell Vostro 1700";https://astrum.co.za/wp-content/uploads/2024/01/1706776944ABT-DL15202.webp;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 13 / 15 / 17 SERIES POLY;AST-ABT-DL33YDH;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"The replacement battery designed for Dell 13, 15, and 17 series laptops provides a dependable power solution to enhance the performance and longevity of your device. Engineered to meet or exceed original specifications, this battery ensures seamless compatibility and optimal functionality with your Dell laptop.

Operating at the specified voltage and capacity, this battery delivers extended usage times, reducing the need for frequent recharging and supporting uninterrupted productivity.

Built with high-quality cells, the battery offers efficient energy storage and blasting, minimizing the risk of memory effect to maintain consistent performance over time. This advanced technology optimizes the battery's efficiency and operational lifespan.

Safety features include protection against overcharging, overheating, and short-circuiting, ensuring both the battery and your Dell laptop are protected from potential damage. The durable construction of the battery ensures reliable performance even under daily use.

This replacement battery is designed with environmental responsibility in mind, using eco-friendly materials and complying with international environmental standards. It supports sustainable practices while offering dependable power solutions for your Dell 13, 15, or 17 series laptop.

compatible part no

33YDH, 99NF2, PVHT1, ABT-DL33YDH, DNCWSCB6106B


compatible model no

Inspiron 17 7000, 17 7577, 17 7773, 17 7778, 17 7786, 17 7779, G3 15 3579, G3 17 3779, G5 15 5587, G7 15 7588| Latitude 15 3590, 15 3580 l 14 3490, Vostro 15 7580, 15 7570, 13 3000 13 3380| 081PF3, 81PF3, 0PVHT1, PVHT1, 33YDH, 81PF3, PVHT1, P30E";https://astrum.co.za/wp-content/uploads/2022/09/DELL-13-15-17-series.webp;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 14 15 3421 3521 11.1V 4400M;AST-ABT-DL3521-11;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"COMPATIBLE PART NUMBER AS FOUND ON THE BACK OF THE BATTERY

0MF69, 24DRM, 312-1387, 312-1390, 312-1392, 312-1433, 49VTP, 4DMNG, 4WY7C, 68DTP, 6HY59, 6K73M, 6KP1N, 6XH00, 8RT13, 8TT5W, 9K1VP, DJ9W6, FW1MN, ABT-DL35211, G019Y, G35K4, MK1R0, MR90Y, N121Y, PVJ7J, T1G4M, V1YJ7, V8VNT, VR7HM, W6XNM, X29KD, XCMRD, XRDW2, YGMTN

&nbsp;

COMPATIBLE MODELS WITH THE ABOVE PART NUMBER

Inspiron 14 (3437), 14-3421, 14-5421, 14-N3421, 14-N5421, 14R-3421, 15 (3537), 15 3000, 15 3543, 15-3521, 15R-5521, 15R-5537, 15R-N3521, 15R-N5521, 15R-N5537, 17-3721, 17R (5737), 17R-N3721, 17R-N3737, 17R-N5721, 17R-N5737, 3421, 3437, N5521, N5537, N5721, N5737, Latitude 14-3000, 15-3000, 3440, 3540, E3440, E3540, Vostro, 2421, 2521

&nbsp;";https://astrum.co.za/wp-content/uploads/2022/01/DELL-3521.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 14 15 3000 3551 11.1V 4400M;AST-ABT-DL3551;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"Upgrade your laptop's power with our high-quality replacement batteries, engineered to deliver reliable and extended performance. Designed to meet or exceed the specifications of your original battery, these replacements ensure optimal compatibility with a wide range of laptop models. Each battery features advanced cell technology to provide long-lasting power and maintain efficient energy use, allowing you to work or play for longer periods without interruption. With built-in protection against overcharging and overheating, our batteries offer enhanced safety and longevity. Installation is straightforward, with clear instructions provided, so you can quickly replace your old battery and restore your laptop's mobility and functionality. Choose our replacement batteries to keep your laptop performing at its best, whether you're at home, in the office, or on the go.

COMPATIBLE PART NO

GXVJ3, HD4J0, K185W, M5Y1K, ABT-DL3551, WKRJ2, ZWXJ
COMPATIBLE MODEL NO

Inspiron 14, 14-3000, 14-3452, 14-3458, 14-5000, 14UD-1528B, 15, 15 3000, 15 5558, 15-3451, 15-3558, 15-5458, 3451, 3458, 3551, 3552, 3558, 5451, 5455, 5551, 5555, 5558, 5755, 5758, N3451, Latitude 14-E5470, 3460, 3470, 3560, 3570, Vostro 15-3558, 3458, 3459, 3558, 3559";https://astrum.co.za/wp-content/uploads/2022/01/DELL-3551.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 5280 11.4V 4100MAH POLY;AST-ABT-DL3DDDG;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible  part no

W280 0UW280 NR239 312-0589 451-10477 FK890 GK476 GK479 312-0504 312-0575 312-0576 312-0590 312-0594 FP282

compatible model no

For Dell Inspiron 1520 Dell 1521 Dell 1721 Dell Vostro 1500 Dell Vostro 1700";https://astrum.co.za/wp-content/uploads/2023/07/ABT-DL3DDDG-1.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 12 7280 11.4V 3600MAH POLY;AST-ABT-DLDJ1J0;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"The replacement battery designed for Dell 12 7280 laptops provides a reliable power solution tailored to enhance device longevity and performance. Operating at 11.4V with a capacity of 3600mAh, this battery delivers ample power for extended usage, reducing the frequency of recharging and supporting uninterrupted productivity.

Crafted with high-quality lithium-ion cells, the battery ensures efficient energy storage and discharge, minimizing the risk of memory effect to maintain consistent performance over time. This advanced cell technology optimizes battery efficiency and operational lifespan.

Safety features are integrated, including protection against overcharging, overheating, and short-circuiting, safeguarding both the battery and your Dell laptop from potential damage. The durable construction of the battery ensures reliable performance under daily use.

Installation is straightforward: power off your Dell laptop, disconnect it from any power source, and replace the existing battery with the new one. Securely insert the battery into the battery bay to maintain stable connectivity and functionality. Once installed, allow the battery to charge before initial use to optimize its performance fully.

This replacement battery is designed with environmental responsibility in mind, constructed from eco-friendly materials, and complies with international environmental standards. It supports sustainable practices while offering dependable power solutions for your Dell 12 7280 series laptop.

Compatible part no

DJ1JO P28S P28S001 451-BBZL C27RW PGFX4 K8X0T1

compatible model no

7280 K8X0T KHY0C 7290 E7280 E7290//Dell Latitude 13 7380 7390 E7380 E7390//Dell Latitude 14 7480 7490 E7480 E7490 Series// Dell P28S P28S001 Series.";https://astrum.co.za/wp-content/uploads/2023/07/ABT-DLDJ1J0.4.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 5420 5520 7420 11.1V 4400MA;AST-ABT-DLE5420;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible part no

W280 0UW280 NR239 312-0589 451-10477 FK890 GK476 GK479 312-0504 312-0575 312-0576 312-0590 312-0594 FP282

&nbsp;

compatible model no

For Dell Inspiron 1520 Dell 1521 Dell 1721 Dell Vostro 1500 Dell Vostro 1700";https://astrum.co.za/wp-content/uploads/2022/01/DELL-E5420.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 5440 5540 11.1V 4400MAH;AST-ABT-DLE5440;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible part no

0K8HC, 1N9C0, 3K7J7, 451-BBID, 451-BBIE, 451-BBIF, 7W6K0, 970V9, 9TJ2J, CXF66, F49WX, ABT-DLE5440, FT6D9, M7T5F, N5YH9, NVWGM, VJXMC, VVONF, WGCW6

compatible model no

Latitude E5440, E5540";https://astrum.co.za/wp-content/uploads/2022/01/DELL-E5440.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL E5450 5550 SERIES POLY;AST-ABT-DLE5450;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible part no

8V5GX, R9XM9, 1KY05, 08V5GX, ABT-DLE5450, VMKXM, 5XFWC, PF59Y, 451-BBLN, 451-BBLL, 451-BBLK

compatible model no

Dell Latitude 14 E5450 5450 Series, Dell Latitude 15 E5550 5550 Series";https://astrum.co.za/wp-content/uploads/2022/09/DELL-E5450.webp;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL E5470 7.6V 6000MAH POLYMER;AST-ABT-DLE5470;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible part no

F5WW5, HK6DV, 6MT4T, 7V69V, 79VRK, 8V5GX, 08NH55, 08V5GX,0K3JK9, ABT-DLE5470, 0R9XM9, R9XM9, TXF9M, WYJC2, 451-BBUQ

compatible model no

Dell Latitude E5270, E5470, E5570, 6MT4T, 7V69V, E5450, E5550, E5570";https://astrum.co.za/wp-content/uploads/2022/09/DELL-E5470.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL E5480 7.6V 6000MAH POLYMER;AST-ABT-DLE5480;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible part no

8V5GX, R9XM9, 1KY05, 08V5GX, ABT-DLE5450, VMKXM, 5XFWC, PF59Y, 451-BBLN, 451-BBLL, 451-BBLK

compatible model no

Dell Latitude 14 E5450 5450 Series, Dell Latitude 15 E5550 5550 Series";https://astrum.co.za/wp-content/uploads/2022/08/DELL-E5480.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 6120 6220 6330 11.1V 4400MA;AST-ABT-DLE6320;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible part no

09K6P, 0F7W7V, 11HYV, 312-1239, 312-1241, 312-1381, 312-1446, 3W2YX, 451-11702, 451-11703, 451-11704, 451-11979, 451-11980, 5X317 7FF1K, ABT-DLE6320, 7M0N5, 823F9, 9GXD5, 9P0W6, CPXG0, CWTM0, F33MF, F7W7V, FHHVX, FN3PT, GYKF8, HGKH0, HJ474, J79X4, JN0C3, K4CP5, K94X6, KFHT8, MHPKF, NGXCJ, R8R6F, RCG54, RFJMW, RXJR6 TPHRGFRR0G; FRROG, V7M6R, WJ38, WJ383, WRP9M, Y0WYY, Y40R5, Y61CV, YJNKK

compatible model no

Latitude E6120, E6220, E6230, E6320, E6320 XFR, E6330, E6430S";https://astrum.co.za/wp-content/uploads/2022/01/DELLE6320.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 6400 6410 6500 11.1V 4400MA;AST-ABT-DLE6400;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible part no

312-0748, 312-0749, FU268, FU272, FU274, FU571, KY265, KY266, KY268, KY477, MN632, ABT-DLE6400, MP303, MP307, NM633, PT434, PT435, PT436, PT437

compatible model no

Latitude E6510, E6400, E6400 ATG, E6410, E6500, E8400, Precision M2400, M4400";https://astrum.co.za/wp-content/uploads/2022/01/DELL-E6400.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL E7240 E7250 7.4V 4500MAH;AST-ABT-DLE7240;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"Compatible part no

51-BBFX 451-BBFY 451-BBFV 451-BBFT

Compatible model no

Latitude HJ8KP F3G33 KWFFN 0KWFFN KKHY1 0KKHY1 VFV59 0VFV59 W57CV 451-BBFW 451-BBFX NCVF0 WG6RP 0WG6RP DWJHM YDN87 WD52H J31N7 GVD76 GD076 DL011311-PLP22G01 PT1 X01 FW2NM

&nbsp;

&nbsp;";https://astrum.co.za/wp-content/uploads/2022/09/DELL-E7240.webp;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 7000 7240 7440 7.4V 4500MAH;AST-ABT-DLE7420;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible part no

0909H5, 0G95J5, 34GKR, 3RNFD, 451-BBFS, 451-BBFT, 451-BBFV, 451-BBFY, 5K1GW, ABT-DLE7420, F38HT, G0G2M, G95J5, PFXCR, T19VW, V8XN3

compatible model no

14 7000, E7420, E7440, E7440 TOUCH, E7450";https://astrum.co.za/wp-content/uploads/2022/01/DELL-E7420-1.jpg;Astrum;Laptop Batteries
ASTRUM GENERIC BAT FOR DELL 7480 7.6V 5800MAH POLY;AST-ABT-DLF3YGT;Computers Laptops & Electronics > Notebook Components > Batteries,Computers Laptops & Electronics > Power Solutions > Notebook Batteries;"compatible part no

DJ1JO P28S P28S001 451-BBZL C27RW PGFX4 K8X0T1

compatible model no

7280 K8X0T KHY0C 7290 E7280 E7290//Dell Latitude 13 7380 7390 E7380 E7390//Dell Latitude 14 7480 7490 E7480 E7490 Series// Dell P28S P28S001 Series.";https://astrum.co.za/wp-content/uploads/2023/07/ABT-DLF3YGT-1.jpg;Astrum;Laptop Batteries
